category,product_name,product_url,date,verified_purchase,star_rating,review_text,variant,helpful_count,language_type,sentiment_polarity,aspects,authenticity,notes
electronics,(1.5M/3M/5M/10M) 3.5 MM Male Jack to AV 2 RCA Male Stereo Music Audio Cable Cord AUX for Mp3 Pod Phone TV Sound Speakers,https://www.daraz.lk/products/15m3m5m10m-35-mm-male-jack-to-av-2-rca-male-stereo-music-audio-cable-cord-aux-for-mp3-pod-phone-tv-sound-speakers-i122935909.html,8/16/23,TRUE,4,"I bought the 3 meter long cable to connect my computer to my amp which is powering 2 studio monitors with a dedicated sub. I was afraid the cable would pick up interference from other electronic stuff but audibly I hear no difference which is a good thing. No distortion/ no weird electronic noises. / No hissing. 

Apart from that. The build quality of this cable is obviously low for the price. You get what you pay form. I'll probably go with a more premium cable later. So this is more than enough for now.",Color Family:3M,0,,,,,
electronics,(1.5M/3M/5M/10M) 3.5 MM Male Jack to AV 2 RCA Male Stereo Music Audio Cable Cord AUX for Mp3 Pod Phone TV Sound Speakers,https://www.daraz.lk/products/15m3m5m10m-35-mm-male-jack-to-av-2-rca-male-stereo-music-audio-cable-cord-aux-for-mp3-pod-phone-tv-sound-speakers-i122935909.html,7/6/23,TRUE,5,10m Cable එකක් ගත්තෙ.කිසිම අවුලක් නෑ.සුපිරියටම තියනව.හොඳට Packing කරල එවල තිබුනා.Good Seller,වර්ණ කාණ්ඩය:10M,2,,,,,
electronics,(1.5M/3M/5M/10M) 3.5 MM Male Jack to AV 2 RCA Male Stereo Music Audio Cable Cord AUX for Mp3 Pod Phone TV Sound Speakers,https://www.daraz.lk/products/15m3m5m10m-35-mm-male-jack-to-av-2-rca-male-stereo-music-audio-cable-cord-aux-for-mp3-pod-phone-tv-sound-speakers-i122935909.html,5/30/22,TRUE,5,"ගෙවන මුදලට වටිනවා. sound හොඳ කොලිටි. ඩිලිවරි එකත් ඉක්මනින් ලැබුණා. i recommend this seller ,good quality products. thank you daraz 👍👍👍👍",Color Family:1.5M,4,,,,,
electronics,(1.5M/3M/5M/10M) 3.5 MM Male Jack to AV 2 RCA Male Stereo Music Audio Cable Cord AUX for Mp3 Pod Phone TV Sound Speakers,https://www.daraz.lk/products/15m3m5m10m-35-mm-male-jack-to-av-2-rca-male-stereo-music-audio-cable-cord-aux-for-mp3-pod-phone-tv-sound-speakers-i122935909.html,7/20/22,TRUE,5,"Its just legit! the quality is great, pretty decent to be honest, the black cable looks thick, overall i like it as well as recommended to others out there!! 😊",Color Family:1.5M,2,,,,,
electronics,(1.5M/3M/5M/10M) 3.5 MM Male Jack to AV 2 RCA Male Stereo Music Audio Cable Cord AUX for Mp3 Pod Phone TV Sound Speakers,https://www.daraz.lk/products/15m3m5m10m-35-mm-male-jack-to-av-2-rca-male-stereo-music-audio-cable-cord-aux-for-mp3-pod-phone-tv-sound-speakers-i122935909.html,5/17/24,TRUE,5,Supar ❤️‍🔥,Color Family:1.5M,1,,,,,
electronics,(1.5M/3M/5M/10M) 3.5 MM Male Jack to AV 2 RCA Male Stereo Music Audio Cable Cord AUX for Mp3 Pod Phone TV Sound Speakers,https://www.daraz.lk/products/15m3m5m10m-35-mm-male-jack-to-av-2-rca-male-stereo-music-audio-cable-cord-aux-for-mp3-pod-phone-tv-sound-speakers-i122935909.html,6/1/23,TRUE,5,Works really well and as described. Highly recommend! ❤️,Color Family:1.5M,1,,,,,
electronics,(1.5M/3M/5M/10M) 3.5 MM Male Jack to AV 2 RCA Male Stereo Music Audio Cable Cord AUX for Mp3 Pod Phone TV Sound Speakers,https://www.daraz.lk/products/15m3m5m10m-35-mm-male-jack-to-av-2-rca-male-stereo-music-audio-cable-cord-aux-for-mp3-pod-phone-tv-sound-speakers-i122935909.html,6/20/24,TRUE,5,Really a very good wire cord delivery very fast good seller thank you very much,Color Family:1.5M,0,,,,,
electronics,(1.5M/3M/5M/10M) 3.5 MM Male Jack to AV 2 RCA Male Stereo Music Audio Cable Cord AUX for Mp3 Pod Phone TV Sound Speakers,https://www.daraz.lk/products/15m3m5m10m-35-mm-male-jack-to-av-2-rca-male-stereo-music-audio-cable-cord-aux-for-mp3-pod-phone-tv-sound-speakers-i122935909.html,4/26/24,TRUE,5,"දවස් 3 න් ආවා...බය නැතුව ගන්න...කඩෙන් ගන්නවට වැඩිය පට්ට ලෙසියි,අනික sure මේ Daraz එකේ shop එකකින් ordor කරාම......seller and dilivery service එකත් සුපිරි....💯💯💯💯👍👍👍",Color Family:1.5M,0,,,,,
electronics,(1.5M/3M/5M/10M) 3.5 MM Male Jack to AV 2 RCA Male Stereo Music Audio Cable Cord AUX for Mp3 Pod Phone TV Sound Speakers,https://www.daraz.lk/products/15m3m5m10m-35-mm-male-jack-to-av-2-rca-male-stereo-music-audio-cable-cord-aux-for-mp3-pod-phone-tv-sound-speakers-i122935909.html,7/14/23,TRUE,5,good,Color Family:1.5M,0,,,,,
electronics,(1.5M/3M/5M/10M) 3.5 MM Male Jack to AV 2 RCA Male Stereo Music Audio Cable Cord AUX for Mp3 Pod Phone TV Sound Speakers,https://www.daraz.lk/products/15m3m5m10m-35-mm-male-jack-to-av-2-rca-male-stereo-music-audio-cable-cord-aux-for-mp3-pod-phone-tv-sound-speakers-i122935909.html,5/9/23,TRUE,5,👍,Color Family:10M,0,,,,,
electronics,(1.5M/3M/5M/10M) 3.5 MM Male Jack to AV 2 RCA Male Stereo Music Audio Cable Cord AUX for Mp3 Pod Phone TV Sound Speakers,https://www.daraz.lk/products/15m3m5m10m-35-mm-male-jack-to-av-2-rca-male-stereo-music-audio-cable-cord-aux-for-mp3-pod-phone-tv-sound-speakers-i122935909.html,2/17/24,TRUE,5,good quality product,Color Family:1.5M,0,,,,,
electronics,(1.5M/3M/5M/10M) 3.5 MM Male Jack to AV 2 RCA Male Stereo Music Audio Cable Cord AUX for Mp3 Pod Phone TV Sound Speakers,https://www.daraz.lk/products/15m3m5m10m-35-mm-male-jack-to-av-2-rca-male-stereo-music-audio-cable-cord-aux-for-mp3-pod-phone-tv-sound-speakers-i122935909.html,1/5/22,TRUE,5,නියමයි sound සුපිරියට වැඩ කරනවා... ...,Color Family:1.5M,1,,,,,
electronics,(1.5M/3M/5M/10M) 3.5 MM Male Jack to AV 2 RCA Male Stereo Music Audio Cable Cord AUX for Mp3 Pod Phone TV Sound Speakers,https://www.daraz.lk/products/15m3m5m10m-35-mm-male-jack-to-av-2-rca-male-stereo-music-audio-cable-cord-aux-for-mp3-pod-phone-tv-sound-speakers-i122935909.html,1/3/24,TRUE,5,good & fast  👍👍👍👍,Color Family:1.5M,0,,,,,
electronics,(1.5M/3M/5M/10M) 3.5 MM Male Jack to AV 2 RCA Male Stereo Music Audio Cable Cord AUX for Mp3 Pod Phone TV Sound Speakers,https://www.daraz.lk/products/15m3m5m10m-35-mm-male-jack-to-av-2-rca-male-stereo-music-audio-cable-cord-aux-for-mp3-pod-phone-tv-sound-speakers-i122935909.html,10/24/24,TRUE,5,"3.5 mm is not made to the proper scale.
discontinued time to  time and make noise.",Color Family:1.5M,0,,,,,
electronics,(1.5M/3M/5M/10M) 3.5 MM Male Jack to AV 2 RCA Male Stereo Music Audio Cable Cord AUX for Mp3 Pod Phone TV Sound Speakers,https://www.daraz.lk/products/15m3m5m10m-35-mm-male-jack-to-av-2-rca-male-stereo-music-audio-cable-cord-aux-for-mp3-pod-phone-tv-sound-speakers-i122935909.html,9/23/25,TRUE,5,"Cable ekanam hodai 
habai 1.5m kiyala genapu eke 1.2m wage thama diga thiyenne",Color Family:1.5M,0,,,,,
electronics,(1.5M/3M/5M/10M) 3.5 MM Male Jack to AV 2 RCA Male Stereo Music Audio Cable Cord AUX for Mp3 Pod Phone TV Sound Speakers,https://www.daraz.lk/products/15m3m5m10m-35-mm-male-jack-to-av-2-rca-male-stereo-music-audio-cable-cord-aux-for-mp3-pod-phone-tv-sound-speakers-i122935909.html,12/23/21,TRUE,5,Mona wunath supiri Digata ahema thiyanawa meka nisa mage PC eka speaker ekata connect kranna puluwan ☺️☺️☺️ oder kare iye package ea ada awa mara fast delivery eka,Color Family:1.5M,0,,,,,
electronics,(1.5M/3M/5M/10M) 3.5 MM Male Jack to AV 2 RCA Male Stereo Music Audio Cable Cord AUX for Mp3 Pod Phone TV Sound Speakers,https://www.daraz.lk/products/15m3m5m10m-35-mm-male-jack-to-av-2-rca-male-stereo-music-audio-cable-cord-aux-for-mp3-pod-phone-tv-sound-speakers-i122935909.html,10/6/24,TRUE,5,அவர் கூறுகையில் கடந்த ஆண்டு கொரோனா பரவல் காரணமாக பள்ளிகள் மூடப்பட்டன,Color Family:5M,0,,,,,
electronics,(1.5M/3M/5M/10M) 3.5 MM Male Jack to AV 2 RCA Male Stereo Music Audio Cable Cord AUX for Mp3 Pod Phone TV Sound Speakers,https://www.daraz.lk/products/15m3m5m10m-35-mm-male-jack-to-av-2-rca-male-stereo-music-audio-cable-cord-aux-for-mp3-pod-phone-tv-sound-speakers-i122935909.html,5/2/25,TRUE,5,Good Quality .ගෙවනගානට වඩා වටිනවා..කිසි අවූලක් නෑ..බය නැතුව ගන්න,Color Family:1.5M,0,,,,,
electronics,(1.5M/3M/5M/10M) 3.5 MM Male Jack to AV 2 RCA Male Stereo Music Audio Cable Cord AUX for Mp3 Pod Phone TV Sound Speakers,https://www.daraz.lk/products/15m3m5m10m-35-mm-male-jack-to-av-2-rca-male-stereo-music-audio-cable-cord-aux-for-mp3-pod-phone-tv-sound-speakers-i122935909.html,3/24/25,TRUE,5,this item is a best quality product and fast shipping service,Color Family:1.5M,0,,,,,
electronics,(1.5M/3M/5M/10M) 3.5 MM Male Jack to AV 2 RCA Male Stereo Music Audio Cable Cord AUX for Mp3 Pod Phone TV Sound Speakers,https://www.daraz.lk/products/15m3m5m10m-35-mm-male-jack-to-av-2-rca-male-stereo-music-audio-cable-cord-aux-for-mp3-pod-phone-tv-sound-speakers-i122935909.html,12/14/25,TRUE,5,"Product is very good quality, It's valuable to our paid money.",Color Family:1.5M,0,,,,,
electronics,(1.5M/3M/5M/10M) 3.5 MM Male Jack to AV 2 RCA Male Stereo Music Audio Cable Cord AUX for Mp3 Pod Phone TV Sound Speakers,https://www.daraz.lk/products/15m3m5m10m-35-mm-male-jack-to-av-2-rca-male-stereo-music-audio-cable-cord-aux-for-mp3-pod-phone-tv-sound-speakers-i122935909.html,1/26/25,TRUE,5,"works good working nice , fast delivery good product",Color Family:1.5M,0,,,,,
electronics,(1.5M/3M/5M/10M) 3.5 MM Male Jack to AV 2 RCA Male Stereo Music Audio Cable Cord AUX for Mp3 Pod Phone TV Sound Speakers,https://www.daraz.lk/products/15m3m5m10m-35-mm-male-jack-to-av-2-rca-male-stereo-music-audio-cable-cord-aux-for-mp3-pod-phone-tv-sound-speakers-i122935909.html,5/9/26,TRUE,5,pattto oi anivern ganim patta pakehinggammk thami,Color Family:1.5M,0,,,,,
electronics,(1.5M/3M/5M/10M) 3.5 MM Male Jack to AV 2 RCA Male Stereo Music Audio Cable Cord AUX for Mp3 Pod Phone TV Sound Speakers,https://www.daraz.lk/products/15m3m5m10m-35-mm-male-jack-to-av-2-rca-male-stereo-music-audio-cable-cord-aux-for-mp3-pod-phone-tv-sound-speakers-i122935909.html,10/7/22,TRUE,2,Good Cable But Small Sound One My 5.1 Audio System Noice,Color Family:10M,1,,,,,
electronics,(1.5M/3M/5M/10M) 3.5 MM Male Jack to AV 2 RCA Male Stereo Music Audio Cable Cord AUX for Mp3 Pod Phone TV Sound Speakers,https://www.daraz.lk/products/15m3m5m10m-35-mm-male-jack-to-av-2-rca-male-stereo-music-audio-cable-cord-aux-for-mp3-pod-phone-tv-sound-speakers-i122935909.html,1/19/26,TRUE,5,yes it is good.workinh well. recommended,Color Family:3M,0,,,,,
electronics,(1.5M/3M/5M/10M) 3.5 MM Male Jack to AV 2 RCA Male Stereo Music Audio Cable Cord AUX for Mp3 Pod Phone TV Sound Speakers,https://www.daraz.lk/products/15m3m5m10m-35-mm-male-jack-to-av-2-rca-male-stereo-music-audio-cable-cord-aux-for-mp3-pod-phone-tv-sound-speakers-i122935909.html,6/18/23,TRUE,5,iam no happy this product,වර්ණ කාණ්ඩය:1.5M,0,,,,,
electronics,(1.5M/3M/5M/10M) 3.5 MM Male Jack to AV 2 RCA Male Stereo Music Audio Cable Cord AUX for Mp3 Pod Phone TV Sound Speakers,https://www.daraz.lk/products/15m3m5m10m-35-mm-male-jack-to-av-2-rca-male-stereo-music-audio-cable-cord-aux-for-mp3-pod-phone-tv-sound-speakers-i122935909.html,6/25/25,TRUE,5,"good product 👌🏻💯
quick delivery 👌🏻",Color Family:1.5M,0,,,,,
electronics,(1.5M/3M/5M/10M) 3.5 MM Male Jack to AV 2 RCA Male Stereo Music Audio Cable Cord AUX for Mp3 Pod Phone TV Sound Speakers,https://www.daraz.lk/products/15m3m5m10m-35-mm-male-jack-to-av-2-rca-male-stereo-music-audio-cable-cord-aux-for-mp3-pod-phone-tv-sound-speakers-i122935909.html,8/17/24,TRUE,5,superb.best for the price.no complaints. highly recommend.,Color Family:1.5M,0,,,,,
electronics,(1.5M/3M/5M/10M) 3.5 MM Male Jack to AV 2 RCA Male Stereo Music Audio Cable Cord AUX for Mp3 Pod Phone TV Sound Speakers,https://www.daraz.lk/products/15m3m5m10m-35-mm-male-jack-to-av-2-rca-male-stereo-music-audio-cable-cord-aux-for-mp3-pod-phone-tv-sound-speakers-i122935909.html,10/10/25,TRUE,5,Nice. It works well. Worth for price.,Color Family:1.5M,0,,,,,
electronics,(1.5M/3M/5M/10M) 3.5 MM Male Jack to AV 2 RCA Male Stereo Music Audio Cable Cord AUX for Mp3 Pod Phone TV Sound Speakers,https://www.daraz.lk/products/15m3m5m10m-35-mm-male-jack-to-av-2-rca-male-stereo-music-audio-cable-cord-aux-for-mp3-pod-phone-tv-sound-speakers-i122935909.html,10/16/24,TRUE,5,Good product. I recommend to buy this,Color Family:1.5M,0,,,,,
electronics,(1.5M/3M/5M/10M) 3.5 MM Male Jack to AV 2 RCA Male Stereo Music Audio Cable Cord AUX for Mp3 Pod Phone TV Sound Speakers,https://www.daraz.lk/products/15m3m5m10m-35-mm-male-jack-to-av-2-rca-male-stereo-music-audio-cable-cord-aux-for-mp3-pod-phone-tv-sound-speakers-i122935909.html,7/7/25,TRUE,5,Very good product.  delivered on time,Color Family:1.5M,0,,,,,
electronics,(1.5M/3M/5M/10M) 3.5 MM Male Jack to AV 2 RCA Male Stereo Music Audio Cable Cord AUX for Mp3 Pod Phone TV Sound Speakers,https://www.daraz.lk/products/15m3m5m10m-35-mm-male-jack-to-av-2-rca-male-stereo-music-audio-cable-cord-aux-for-mp3-pod-phone-tv-sound-speakers-i122935909.html,9/15/25,TRUE,5,Good product works as described,Color Family:1.5M,0,,,,,
electronics,(1.5M/3M/5M/10M) 3.5 MM Male Jack to AV 2 RCA Male Stereo Music Audio Cable Cord AUX for Mp3 Pod Phone TV Sound Speakers,https://www.daraz.lk/products/15m3m5m10m-35-mm-male-jack-to-av-2-rca-male-stereo-music-audio-cable-cord-aux-for-mp3-pod-phone-tv-sound-speakers-i122935909.html,11/6/25,TRUE,5,"Wonderful product 
Great sound",Color Family:5M,0,,,,,
electronics,(1.5M/3M/5M/10M) 3.5 MM Male Jack to AV 2 RCA Male Stereo Music Audio Cable Cord AUX for Mp3 Pod Phone TV Sound Speakers,https://www.daraz.lk/products/15m3m5m10m-35-mm-male-jack-to-av-2-rca-male-stereo-music-audio-cable-cord-aux-for-mp3-pod-phone-tv-sound-speakers-i122935909.html,10/24/25,TRUE,5,හොදයි ඉක්මනින් අවා සෙවාව හොදයි,Color Family:1.5M,0,,,,,
electronics,(1.5M/3M/5M/10M) 3.5 MM Male Jack to AV 2 RCA Male Stereo Music Audio Cable Cord AUX for Mp3 Pod Phone TV Sound Speakers,https://www.daraz.lk/products/15m3m5m10m-35-mm-male-jack-to-av-2-rca-male-stereo-music-audio-cable-cord-aux-for-mp3-pod-phone-tv-sound-speakers-i122935909.html,5/10/26,TRUE,5,"Great product 
Fast delivery",Color Family:1.5M,0,,,,,
electronics,(1.5M/3M/5M/10M) 3.5 MM Male Jack to AV 2 RCA Male Stereo Music Audio Cable Cord AUX for Mp3 Pod Phone TV Sound Speakers,https://www.daraz.lk/products/15m3m5m10m-35-mm-male-jack-to-av-2-rca-male-stereo-music-audio-cable-cord-aux-for-mp3-pod-phone-tv-sound-speakers-i122935909.html,10/10/24,TRUE,5,"Good Quality,Fast Delivery.",Color Family:1.5M,0,,,,,
electronics,(1.5M/3M/5M/10M) 3.5 MM Male Jack to AV 2 RCA Male Stereo Music Audio Cable Cord AUX for Mp3 Pod Phone TV Sound Speakers,https://www.daraz.lk/products/15m3m5m10m-35-mm-male-jack-to-av-2-rca-male-stereo-music-audio-cable-cord-aux-for-mp3-pod-phone-tv-sound-speakers-i122935909.html,1/19/23,TRUE,5,Good product ...i recommended 😋😀,Color Family:1.5M,0,,,,,
electronics,(1.5M/3M/5M/10M) 3.5 MM Male Jack to AV 2 RCA Male Stereo Music Audio Cable Cord AUX for Mp3 Pod Phone TV Sound Speakers,https://www.daraz.lk/products/15m3m5m10m-35-mm-male-jack-to-av-2-rca-male-stereo-music-audio-cable-cord-aux-for-mp3-pod-phone-tv-sound-speakers-i122935909.html,5/19/25,TRUE,5,good product thanks you,Color Family:3M,0,,,,,
electronics,(1.5M/3M/5M/10M) 3.5 MM Male Jack to AV 2 RCA Male Stereo Music Audio Cable Cord AUX for Mp3 Pod Phone TV Sound Speakers,https://www.daraz.lk/products/15m3m5m10m-35-mm-male-jack-to-av-2-rca-male-stereo-music-audio-cable-cord-aux-for-mp3-pod-phone-tv-sound-speakers-i122935909.html,1/8/25,TRUE,5,not durable. ok for cost,Color Family:1.5M,0,,,,,
electronics,(1.5M/3M/5M/10M) 3.5 MM Male Jack to AV 2 RCA Male Stereo Music Audio Cable Cord AUX for Mp3 Pod Phone TV Sound Speakers,https://www.daraz.lk/products/15m3m5m10m-35-mm-male-jack-to-av-2-rca-male-stereo-music-audio-cable-cord-aux-for-mp3-pod-phone-tv-sound-speakers-i122935909.html,11/23/25,TRUE,5,supiriyak best quality,Color Family:1.5M,0,,,,,
electronics,(1.5M/3M/5M/10M) 3.5 MM Male Jack to AV 2 RCA Male Stereo Music Audio Cable Cord AUX for Mp3 Pod Phone TV Sound Speakers,https://www.daraz.lk/products/15m3m5m10m-35-mm-male-jack-to-av-2-rca-male-stereo-music-audio-cable-cord-aux-for-mp3-pod-phone-tv-sound-speakers-i122935909.html,4/29/26,TRUE,4,Very very bad delivery,Color Family:1.5M,0,,,,,
electronics,(1.5M/3M/5M/10M) 3.5 MM Male Jack to AV 2 RCA Male Stereo Music Audio Cable Cord AUX for Mp3 Pod Phone TV Sound Speakers,https://www.daraz.lk/products/15m3m5m10m-35-mm-male-jack-to-av-2-rca-male-stereo-music-audio-cable-cord-aux-for-mp3-pod-phone-tv-sound-speakers-i122935909.html,12/6/24,TRUE,5,great product as usual,Color Family:3M,0,,,,,
